,teks,date,location
32836,wow ngebut nanjaknya indonesia wait h lebaran loh kebayang deh diitung ngikutin inkubasi kayaknya ngalahin singapore kasusnya be ready,Thu May 28 10:42:40 +0000 2020,
32837,psbb siak berakhir siak diberlakukan new normal riau one,Thu May 28 10:42:32 +0000 2020,"Siak, Indonesia"
32838,psbb eh kalah kalaluar teu balaleg,Thu May 28 10:42:20 +0000 2020,Indonesia
32839,inget jaga jarak psbb,Thu May 28 10:41:56 +0000 2020,"Jakarta Capital Region, Indone"
32840,delays south korea s arms erts indonesia s defence cuts amid pandemic push back payments for common fighter,Thu May 28 10:41:55 +0000 2020,Amsterdam
32841,selamat kebijakan pemerintah selandia taiwan vietnam korea selatan beradaptasi dg covid survival of fittest,Thu May 28 10:41:42 +0000 2020,
32842,hujan dirumah patuh psbb,Thu May 28 10:41:27 +0000 2020,"Kota Surabaya, Jawa Timur"
32843,mudah an psbb bandung raya berakhir besok,Thu May 28 10:41:19 +0000 2020,"Bandung, Indonesia"
32844,infografis strategi percepatan psbb,Thu May 28 10:41:07 +0000 2020,
32845,nonton bung hehehe lagian jadwal mundur pandemi bikin teman ku terlanjur beli khawatir psbb diperpanjang live concert aspek ambruk,Thu May 28 10:41:06 +0000 2020,"Jogja, Depok, Jakarta"
32846,rumah tega ninggalin dirumah peduli psbb loh dirumah pulang kesibolga,Thu May 28 10:41:03 +0000 2020,"Kota Medan, Sumatera Utara"
32847,kayaknya new normal sengaja diberlakukan pemerintah ngerasa tidak butuh psbb aturan rakyatny masabodoh terserah ae do ngeyel nek dikandani yawislah sok wae beraktivitas,Thu May 28 10:41:00 +0000 2020,Everywhere I am existing.
32848,sosialisasi pembatasan sosial berskala psbb lurah hegarmanah beserta petugas perlindungan masyarakat menghimbau masyarakat memakai masker menjaga kebersihan bertempat pasar gandok ciumbuleuit rw,Thu May 28 10:40:55 +0000 2020,
32849,tahapannya iz psbb relaksasi buka pariwisata tertawa,Thu May 28 10:40:42 +0000 2020,depok
32850,psbb berakhir layanan grabbike muncul,Thu May 28 10:40:36 +0000 2020,
32851,enam kabupaten kota provinsi riau sepakat tidak memperpanjang pembatasan sosial berskala psbb berakhir kamis,Thu May 28 10:40:32 +0000 2020,"Jakarta, Indonesia"
32852,takut kebiasaan psbb psbb,Thu May 28 10:40:26 +0000 2020,UI X Neo Culture Technology
32853,ga kena razia psbb,Thu May 28 10:40:24 +0000 2020,"Tuban, Indonesia"
32854,jan ngepet psbb v,Thu May 28 10:40:15 +0000 2020,
32855,inget psbb yaa kak,Thu May 28 10:40:09 +0000 2020,
32856,gilee coeyy anak komunitas mobil gk bikin psbb salah komunitas motor join bikin halal bi halal doorprize nyaa gellaaa sehh gelaaaaaaaa,Thu May 28 10:40:04 +0000 2020,In 46 Garage .
32857,berharap banget suasana mvnya kayak kolam renang pantai psbb,Thu May 28 10:39:58 +0000 2020,"Jakarta Capital Region, Indone"
32858,halo petugas psbb galak dikit jitak aje dukung sok ngak perlu dilayani,Thu May 28 10:39:53 +0000 2020,Indonesia
32859,psbb kebijakan melarikan tanggung jawab seharunya dipikul rezim uu karantina psbb aturanya ga ga mudik pulang kampung bla bla bla bla bla,Thu May 28 10:39:46 +0000 2020,
32860,jaman awal quarantine psbb ampe new normal bikin dalgona gagal melulu deh,Thu May 28 10:39:45 +0000 2020,
32861,lihat new normal diterapkan kaya gini berujung sektor rugi psbb pantas disalahkan pemerintah tidak tanggap masyarakat acuh keduanya salah,Thu May 28 10:39:44 +0000 2020,"Jawa Barat, Indonesia"
32862,disuruh wfh males banget ngeladenin nanyain tiket pesawat capek ujung ujungnya tuh tiket refund peraturan pemerintah gajelas,Thu May 28 10:39:40 +0000 2020,
32863,putaran psbb surabaya memang ntah evaluasi,Thu May 28 10:39:38 +0000 2020,
32864,cie psbb,Thu May 28 10:39:37 +0000 2020,Indonesia
32865,ga niat psbb nya,Thu May 28 10:39:14 +0000 2020,"Malang, Jawa Timur"
32866,psbb covid terkendali new normal,Thu May 28 10:39:06 +0000 2020,Volcanic Arc
32867,psbb nya tidak ambil positifnya dr pandemik kebiasaan an mengabaikan kebersihan kesehatan dihilangkan smpyn betah rumah monggo termsk new normal,Thu May 28 10:38:56 +0000 2020,"ÃT: -7.94399,112.624655"
32868,fungsi psbb yes los anggaran,Thu May 28 10:38:55 +0000 2020,
32869,program psbb ribot ekonomi lumpuh urusan mati tangan tuhan new normal ribot kesehatan dikesampingkan ekonomi dibangun manusia tidak punah pancen dasare kakean cangkem bacanya ngegas ga ulangi baca,Thu May 28 10:38:52 +0000 2020,"Kediri, Jawa Timur"
32870,perubahan jadwal opereasi psbb min terima kasih,Thu May 28 10:38:51 +0000 2020,Empty Garden
32871,psbb sukses checkpoint social distancing hujan deres,Thu May 28 10:38:46 +0000 2020,"Kota Surabaya, Jawa Timur"
32872,muhammadiyah tolak berdamai covid amp pelonggaran psbb,Thu May 28 10:38:45 +0000 2020,
32873,berdesakan dki terbebas covid berlakukan psbb jabar berlaku new normal selamat gubernur new normal jawa barat,Thu May 28 10:38:37 +0000 2020,"Bandung, Indonesia"
32874,sore sore gini patuhi aturan karantina psbb,Thu May 28 10:38:12 +0000 2020,Discord@You#9552
32875,suda beta dengar berita bapa nonton ruangan sabala asli beta bingung psbb pra psbb lai persiapan new normal lai karja,Thu May 28 10:38:06 +0000 2020,Indonesia - Ambon
32876,psbb njir,Thu May 28 10:38:02 +0000 2020,nsfwð
32877,portal islam situs abal dipercqya posting polling puas ga mungkin jakarta episentrum covid indonesia,Thu May 28 10:37:32 +0000 2020,"Bali, Indonesia"
32878,tahukan kepala daerah cenderung senang memperpanjang psbb peduli nyawa ah,Thu May 28 10:37:29 +0000 2020,"Medan Baru, Indonesia"
32879,mengerti betapa presiden jokowi tepa selira kepala daerah senang psbb biar,Thu May 28 10:37:19 +0000 2020,"Medan Baru, Indonesia"
32880,cover lagu pasha indonesia berjuang melawan pandemi judul ibu pertiwi cipt ismail marzuki,Thu May 28 10:37:17 +0000 2020,
32881,panduan new normal pemerintah kementerian kesehatan menerbitkan panduan pekerja yabg psbb berakhir,Thu May 28 10:37:08 +0000 2020,Kab. Dharmasraya
32882,teman kerja nanyain rencana masuk kerja misalkan pemprov perpanjang psbb nanyanya bnr kaya bukan kaya pendapat tauuuu astaga atasan keputusan,Thu May 28 10:37:04 +0000 2020,
32883,mreka perekonomiannya ga stabil ditambah krna corona mesti psbb phisical distancing lainlain biaya mesti jalan pendapatan berkurang haduehh bosen rumah melulu piknik mkin mara melulu kdrt deh,Thu May 28 10:36:44 +0000 2020,"Malang, Jawa Timur"
32884,sby bu nyai ndg dimarekno psbb,Thu May 28 10:36:39 +0000 2020,"ÃT: -7.7972655,110.3230386"
32885,psbb ngebacot maafkan hamba follower,Thu May 28 10:36:29 +0000 2020,
32886,ngrasain ultinya si corona mungkin rs psbb acakadul new normal,Thu May 28 10:36:24 +0000 2020,
32887,berkumpul wan jebut bertindak melanggar aturan slg berlaku psbb daerah kekuasaannya,Thu May 28 10:36:22 +0000 2020,beyond the silver rainbow
32888,teman grup facebook bantuan isi kuisioner tugas kampusnya terkait pembatasan jam operasional transjakarta psbb silakan diisi link yaa terima kasih,Thu May 28 10:36:17 +0000 2020,Jakarta Capital Region
32889,tidak salah provinsi jumawa daerah mencanangkan psbb provinsi tidak pemberlakuan psbb tidak salah sih semoga berakhir,Thu May 28 10:36:00 +0000 2020,Everywhere I am existing.
32890,menyalurkan donasi rekening transmedia ct arsa foundation tertera,Thu May 28 10:35:57 +0000 2020,Indonesia
32891,sarankan pindah ae j amp t lek ngelacak akurat opo sak iki psbb mesti informasi nak pelanggan e lek barang seng arep kirim rodok terlambat mergo psbb,Thu May 28 10:35:54 +0000 2020,"Sidoarjo, Indonesia"
32892,sayang banget psbb,Thu May 28 10:35:35 +0000 2020,East Borneo
32893,pendapat terkait tweetan indonesia melakukan psbb angka penyebaran covid tidak kunjung menurun aturan dibuat pemerintah psbb kurangnya kesadaran masyarakat sih,Thu May 28 10:35:25 +0000 2020,
32894,cak rek kira kira psbb tahap iii dicheck pas ngelewatin check point pakai surat gtu tidak,Thu May 28 10:35:16 +0000 2020,"Kota Surabaya, Jawa Timur"
32895,foto penerapan protokol kesehatan restoran bogor psbb transisi,Thu May 28 10:35:01 +0000 2020,NKRI
32896,akibat psbb duduknya gaboleh sampingan wkwk,Thu May 28 10:35:00 +0000 2020,"Tulungagung, East Java"
32897,psbb gas new normal gas elpiji seuneu duar,Thu May 28 10:34:59 +0000 2020,
32898,pengusaha mal perpanjang psbb berani new normal baca pengusaha tidak berani jual aset tidak phk,Thu May 28 10:34:58 +0000 2020,
32899,udahlah psbb lepasin sialan pengusaha drop orkay gamungkin sembilan bahan pokok peraturan alah muak,Thu May 28 10:34:49 +0000 2020,
32900,pelanggar aturan psbb cek poin cibeusi bandung prfm pemerintah kabupaten sumedang melakukan pengetatan wilayah memeriksa kendaraan melintas pos cek poin pembatasan sosial,Thu May 28 10:34:47 +0000 2020,"Bandung, Jawa Barat"
32901,rem nya blong kasih psbb,Thu May 28 10:34:46 +0000 2020,
32902,urgent action is needed to address impact of covid on children in poor households some countries are leading w,Thu May 28 10:34:36 +0000 2020,Thailand - Madagascar - Egypt
32903,psbb kota tasikmalaya dihentikan pindah penerapan new normal,Thu May 28 10:34:33 +0000 2020,"Bandung, Indonesia"
32904,awal males ngomel pelanggar psbb pelanggar wqwqqq,Thu May 28 10:34:19 +0000 2020,
32905,menterinya daerah benar bebas covid indonesia tidak kayak,Thu May 28 10:34:16 +0000 2020,
32906,utc total deaths chart indonesia portugal,Thu May 28 10:34:08 +0000 2020,"California, USA"
32907,psbb malang raya,Thu May 28 10:34:04 +0000 2020,
32908,bukannya pas psbb,Thu May 28 10:34:02 +0000 2020,"(-10.4705882, 105.6560037)"
32909,sblm psbb wjwkkwjakka,Thu May 28 10:34:01 +0000 2020,hatimu lah :3
32910,kasus positif virus corona covid bertambah kamis mei penambahan kini total kas,Thu May 28 10:33:59 +0000 2020,right behind you
32911,sih psbb akn diterapkan pemberlakuan new normal bukannya new normal dijalankan relaksasi psbb benar sih,Thu May 28 10:33:51 +0000 2020,Indonesia - Ambon
32912,pernyataan pers pulang pergi muhammadiyah pemberlakuan new normal,Thu May 28 10:33:40 +0000 2020,Sukabumi
32913,your insights matters how is environment with ongoing how are you recovering,Thu May 28 10:33:29 +0000 2020,Singapore
32914,pengalihan isu menutupi isu utama pemerintah terperosok abu janda umpan sampah rezim mengalihkan perhatian kegagalan total pemerintah mengatasi dampak ekonomi covid,Thu May 28 10:33:28 +0000 2020,
32915,ngobar topik pasca psbb kementerian sosial hadir yuk saksikan siaran langsungnya link streaming,Thu May 28 10:33:27 +0000 2020,Jakarta
32916,masyarakat bingung pemudik kantongi sikm jakarta new normal aktivitas publik pengamat menilai pem,Thu May 28 10:33:26 +0000 2020,"Kota Tangerang, Banten"
32917,nga ribut cuk psbb selesai grafik enter rajamu sia,Thu May 28 10:33:25 +0000 2020,"tol laut,pulau kodok"
32918,psbb mas gabole nonton konser,Thu May 28 10:33:24 +0000 2020,
32919,bukannya psbb nge rem kasus covid paradigmanya memang bukan menuju sehat duit,Thu May 28 10:33:15 +0000 2020,
32920,mungkin tanggal psbb ga perpanjang,Thu May 28 10:33:10 +0000 2020,nctâââ
32921,ahhhh masjid sholat lgipula smenjak psbb dibrlakukan bnyak indonesia mnyelnggarakan sholat jumat sholat terawih pnuh diam buntal buntal,Thu May 28 10:33:09 +0000 2020,@bojongkulur
32922,lockdown tertib lantaran kebutuhan masyarakat terjamin psbb rakyat mesti cari makan tidak berprofesi buzzerp,Thu May 28 10:33:06 +0000 2020,Kebumen
32923,pimpinan pusat pulang pergi muhammadiyah mengkritisi kebijakan pemerintah meraksasi pembatasan sosial berskala psbb penyebaran virus corona indonesia,Thu May 28 10:33:02 +0000 2020,Indonesia
32924,psbb mah ngajak meet up hayuk kan tutup semwah,Thu May 28 10:32:52 +0000 2020,"Bekasi, Jawa Barat"
32925,pelanggar psbb mengamuk ditertibkan pancing emosi petugas,Thu May 28 10:32:50 +0000 2020,"ÃT: -7.64886,111.04359"
32926,yupss pemerintah protokol kesehatan naiknya angka positif covid st,Thu May 28 10:32:44 +0000 2020,
32927,banget phk abang gojek grab susah order kebijakan psbb pamer main keluar jalan embel kangen keluar rumah heran percaya mah malu malu diem rumah ngayab,Thu May 28 10:32:37 +0000 2020,
32928,pelat nomor bm jakarta dimasa psbb melanggar tinggalnya jakarta tidak mutasi pelatnya,Thu May 28 10:32:36 +0000 2020,
32929,kan psbb ga keluar rumah,Thu May 28 10:32:31 +0000 2020,Djakarta
32930,jakarta disiplin mudah an tanggal psbb yuk denga,Thu May 28 10:32:12 +0000 2020,Jakarta selatan
32931,hai grameds salam inspirasi pembatasan sosial berskala psbb pemerintah menyebabkan aktifitas diluar rumah terbatas masyarakat dihimbau utuk dirumah,Thu May 28 10:32:05 +0000 2020,"JendSud No. 245, Pekanbaru"
32932,perasaan psbb remnya new normal blong rem,Thu May 28 10:31:55 +0000 2020,
32933,jtan mah cranksetnya doang abang nurutin gengsinya cinelli wqqqq w pikir dul pas beli nga benar abang teman w sepedaan psbb,Thu May 28 10:31:28 +0000 2020,Di mana deh?
32934,yupss pemerintah protokol kesehatan naiknya angka positif covid statement new normal minusnya aamiin semoga indonesia cepat membaik,Thu May 28 10:31:23 +0000 2020,404 Not Found
32935,selamat sore bnpb meliris informasi terkait skema pemberian bantuan masyarakat terdampak pandemi covid website infografis skemanya terkait detail informasinya menghubungi terimakasih,Thu May 28 10:30:59 +0000 2020,Graha BNPB & INA DRTG
32936,ramai banget bangsat ga psbb jakut,Thu May 28 10:30:55 +0000 2020,
32937,kak wonpil jae psbb berawal lagu jeff bernat hingga melanggar psbb,Thu May 28 10:30:52 +0000 2020,jae's mind
32938,ratas perpanjangan psbb amp persiapan new normal,Thu May 28 10:30:49 +0000 2020,IndONEsia
32939,efek psikologis psbb takut virus stress kelanjutan kebiasaan berubah drastis tua disuruh pendamping anaknya dalam belajar online salah satunya,Thu May 28 10:30:44 +0000 2020,"In my mind, Makassar Town "
32940,halte artha gading deh ngantre jakarta deh ga psbb,Thu May 28 10:30:41 +0000 2020,
32941,maaf desa gada psbb hahahahahahaa,Thu May 28 10:30:38 +0000 2020,@nanonchimmy
32942,psbb beneran tanggal ga si,Thu May 28 10:30:36 +0000 2020,
32943,psbb bikin hemat sih he tida banya jajan,Thu May 28 10:30:32 +0000 2020,
32944,psbb selesai bukan aman bebas semaunya daerah psbb dikelilingi daerah pintu masuk,Thu May 28 10:30:15 +0000 2020,
32945,giat psbb check point pasar jumat teguran tertulis pengendara tidak tertib lalin melangga,Thu May 28 10:30:13 +0000 2020,"Ini Pamulang,tangsel"
32946,psbb langgar bilangnya dipantau ketat,Thu May 28 10:30:10 +0000 2020,Dapur
32947,jawa timur kawasan penularan baharu wabak covid,Thu May 28 10:30:04 +0000 2020,
32948,dampak psbb tidur melulu kerjaannya sinting,Thu May 28 10:30:01 +0000 2020,"Jakarta Capital Region, Indonesia"
32949,petugas gabungan tegur pengelola pasar tangerang tidak terapkan psbb,Thu May 28 10:30:00 +0000 2020,MNC News Center Lt.11 Jakarta
32950,psbb pembatasan identik dg pelambatan fungsi rem pemerintah dianggap gas oke edan,Thu May 28 10:29:48 +0000 2020,
32951,how is coping with dr siswanto shares lessons with at,Thu May 28 10:29:45 +0000 2020,
32952,harapan new normal produktif aman virus covid,Thu May 28 10:29:44 +0000 2020,
32953,saran psbb diperpanjang ditemukanya vaksin dki tidak covid sehatkan masyarakat ekonomi masyarakat sehat ekonomi lancar,Thu May 28 10:29:41 +0000 2020,
32954,cikarang bagian sgc tidak kenal psbb mas angger weh umpel an,Thu May 28 10:29:40 +0000 2020,indonesia
32955,sedih psbb drpan selesai sedih masuk,Thu May 28 10:29:36 +0000 2020,Lampung - Bandung
32956,malang psbb teges ampuun banget mall ditutup psbb wajar,Thu May 28 10:29:27 +0000 2020,AREMA
32957,psbb ngapa rambut rontok saran perawatan rambut rontok,Thu May 28 10:29:20 +0000 2020,
32958,fudgy grownies tahan lavagrownies tahan ekspedisi overload psbb seminggu meg,Thu May 28 10:29:06 +0000 2020,Indonesia
32959,hati,Thu May 28 10:29:04 +0000 2020,
32960,bukan bela pemerintah psbb lokdon gabakal disini tidak cocok point nya benci menyalahlan,Thu May 28 10:28:58 +0000 2020,Jakarta. IND
32961,gausah kurva psbb manusianya gajelas inimah bukannya new normal new sahin,Thu May 28 10:28:47 +0000 2020,
32962,psbb surabaya raya diperpanjang terminal pandaan sepi,Thu May 28 10:28:28 +0000 2020,
32963,letter from eastern indonesia covid and older people,Thu May 28 10:28:18 +0000 2020,"Norwich, England"
32964,pemancar sinyal disini cerita kan pegawai pemerintah disini sehari masuk sehari wfh wfh pagi sore absen muter pekarangan deket kandang sapi kandang kambing cari sinyal banget momen emosi gara sinyal,Thu May 28 10:28:10 +0000 2020,"Yogyakarta, Indonesia"
32965,melonjak lebaran hingga psbb xl axiata huawei tingkatkan jaringan,Thu May 28 10:28:05 +0000 2020,
32966,pemerintah tegaskan pariwisata ditutup kasus covid meningkat,Thu May 28 10:28:01 +0000 2020,Jakarta
32967,mesti perhatian psbb ketat spesifik dalam ekonomi perlu pengawasan ketat berjalan beriringan usaha kecil lakukan jemput bola dr konsumen petani untung oknum tidak impor lainlain,Thu May 28 10:27:50 +0000 2020,L'Asie du Sud-Est
32968,ma fotoin belakang lihat kayak rambut nya hasil nya zoom banget mah fotoin kutu psbb kepala,Thu May 28 10:27:43 +0000 2020,
32969,temukan pelanggaran bus terminal unsur psbb,Thu May 28 10:27:42 +0000 2020,
32970,psbb gabole disko,Thu May 28 10:27:26 +0000 2020,+62 JKT
32971,psbb berakhir,Thu May 28 10:27:17 +0000 2020,"Malang, Jawa Timur"
32972,indonesia memilih jalannya lihat masyarakat cenderung abai pemerintah ekonomi pulih,Thu May 28 10:27:09 +0000 2020,
32973,diawali kenalan wfh lockdown psbb lebaran tidak mudik warung tegal tutup versi mah bukan mereun,Thu May 28 10:27:05 +0000 2020,Unlimited
32974,besok psbb diperpanjang,Thu May 28 10:26:46 +0000 2020,Indonesia
32975,semenjak android muncul permukaan dataran indonesia males tuh nonton tv kerjaannya main fb ig path lainlain semenjak wfh pandemik covid bosen banget main hp nonton sinema elektronik ketagihan hahaha,Thu May 28 10:26:31 +0000 2020,"Bali, Indonesia"
32976,psbb diperpanjang desember,Thu May 28 10:26:00 +0000 2020,Manado - Jakarta - Lebanon
32977,mengacu pergub dki jakarta terkait psbb diberlakukan beroperasi kak layanan beroperasi stay safe kak dania,Thu May 28 10:25:52 +0000 2020,Indonesia
32978,harga travel reguler harga penyesuaian psbb travel malang ngawi harga rp travel malang solo harga rp travel malang jogja harga rp travel,Thu May 28 10:25:45 +0000 2020,"Kota Malang, Jawa Timur"
32979,hai kak daerah kakak peraturan psbb layanan grabbike tidak muncul aplikasi grab nya kak kakak gunain layanan grabcar pastinya jaga kesehatan jarak sehat kak uni,Thu May 28 10:25:43 +0000 2020,Indonesia
32980,depok ajukan perpanjangan psbb hingga,Thu May 28 10:25:36 +0000 2020,Jakarta
32981,min mohon informasi samsat jakarta pusat buka tidak psbb ambil berkas mutasi kendaraan,Thu May 28 10:25:29 +0000 2020,
32982,melanggar psbb pks,Thu May 28 10:25:13 +0000 2020,"DKI Jakarta, Indonesia"
32983,tidak kebalik kan rem psbb hehehe,Thu May 28 10:24:59 +0000 2020,Surabaya
32984,setuju sih dinormalkan psbb macamnya tidak efeknya pelaksanaan amburadul hati biarlah alam seleksi berdoa semoga rakyatmu terbiasa kebal berdampingan virus laiknya suami istri,Thu May 28 10:24:53 +0000 2020,"Kalideres, Indonesia"
32985,psbb deh kelar mari jalan jalan,Thu May 28 10:24:50 +0000 2020,"Jakarta Capital Region, Indone"
32986,pesimis pelonggaran aturan psbb syarat syarat penerapan new normal tidak terpenuhi pa,Thu May 28 10:24:41 +0000 2020,
32987,spoiler kak bukunya psbb,Thu May 28 10:24:34 +0000 2020,"Malang, Jawa Timur"
32988,judulnya ga langgar aturan psbb halal dalam hati aturan iru bukan,Thu May 28 10:24:28 +0000 2020,
32989,mekanisme pelayanan berubah dalam new normal,Thu May 28 10:24:23 +0000 2020,
32990,dicurhati kasus batu tertular pedagang protokol ketat meskipun psbb tidak diperpanjang terulang,Thu May 28 10:24:19 +0000 2020,"Malang, Jawa Timur"
32991,time deh kelar psbb,Thu May 28 10:24:09 +0000 2020,
32992,asean active cases active recover indonesia singapore philippines malaysia myanmar thailand vietnam,Thu May 28 10:24:03 +0000 2020,
32993,tidak menisan langite psbb,Thu May 28 10:23:59 +0000 2020,Surabaya
32994,mal buka tanggal mal buka tanggal imajinasi fiksi t,Thu May 28 10:23:55 +0000 2020,
32995,yuk kan psbb transisi,Thu May 28 10:23:53 +0000 2020,"Bogor, Jawa Barat"
32996,firasat sistem new normal gini entar lonjakan drastis ujung psbb,Thu May 28 10:23:43 +0000 2020,
32997,naga naganya pemerintah menerapkan new norm ditandai dg berakhirnya psbb dine in resto mengeliat ter,Thu May 28 10:23:42 +0000 2020,
32998,maaf kak ga jual batagor efek psbb,Thu May 28 10:23:40 +0000 2020,Jakarta Capital Region
32999,suruh pulang san nya keluyuran muluuu psbb,Thu May 28 10:23:29 +0000 2020,"EXO, BTS, ATEEZ, X1, SKZ"
33000,welehhh psbb nya pdhl jakarta duluan,Thu May 28 10:23:16 +0000 2020,"Ps.Minggu, Jakarta - Indonesia"
33001,nutup masjid surabaya dr tidak masjid tutup dibatasi protokoler psbb masak anggota dpr ri bisanya bikin isu bohong masjid ditutup awal sdh ribut kebanyakan main bodoh tidak informasi diluar,Thu May 28 10:23:04 +0000 2020,Indonesia
33002,dosen terhormat tugas ngadi deh suruh proposal penelitian dampak covid perekonomian indonesia proposal penelitian meneliti dmna lockdown gini neliti zoom ngadi deh allah,Thu May 28 10:22:59 +0000 2020,Indonesia
33003,yuyur seindo sih mikir gini otherwise hello psbb desember,Thu May 28 10:22:46 +0000 2020,
33004,salah intinya nya fasilitas tenaga kesehatan psbb ketat hampir ekonomi collaps minat beli turun industri menengah ok rugi ga mungkin auto tutup usaha kecil petani lainlain,Thu May 28 10:22:35 +0000 2020,"In my mind, Makassar Town "
33005,ko main pas psbb gini c,Thu May 28 10:22:22 +0000 2020,saturn
33006,mendapatkan sikm online surat izin syarat keluar masuk dki jakarta psbb,Thu May 28 10:22:03 +0000 2020,
33007,gamau lockdown bilangnya psbb wae giliran keteteran pasrah berlindung dibalik istilah new normal,Thu May 28 10:22:01 +0000 2020,Sumedang - Bintaro - Turin
33008,wakakaka asline gegara mas r nge reply tweet pean mbak mengerti soale username nya kaya kenal amiin mbak tiii pengen ketemu aslinya mbak ndek mojokerto jugaa masi psbb,Thu May 28 10:21:55 +0000 2020,
33009,menerapkan social distancing new normal dalam kesulitan akses instansi negara bepergian pulang pergi psbb stay at home,Thu May 28 10:21:53 +0000 2020,Indonesia
33010,looks to domestic innovations to tackle jakarta post via,Thu May 28 10:21:52 +0000 2020,Earth
33011,sukur yen kasure cepat rusak psbb pancen tokcer,Thu May 28 10:21:51 +0000 2020,
33012,and what did eect boz pribadi ttp berlakukan psbb or darurat militer hngga th dpn ga mslah ga brubah dr life style amp ga brhemat deal wfh level ekonomi bwh pdagang kaki pdgang psr warung tenda lainlain mikir ga ksitu,Thu May 28 10:21:47 +0000 2020,
33013,laklakan manja temanteman dahlama gadipanasin denger lagu dikit masuk kesuara melulu sebulan psbb guayakin suara uda grogi deket mik,Thu May 28 10:21:42 +0000 2020,
33014,mdh an urgensinya psbb amp wilayah zona merah kuning mall pasar unt beli sembilan bahan pokok amp obat masjid salat amp ngaji rumah rindu lur jamaah masjid sabar sebentar,Thu May 28 10:21:38 +0000 2020,Indonesia
33015,ketua dpd ri pemerintah kaji ulang pemilihan kepala daerah desember daerah zona merah covid memo online,Thu May 28 10:21:32 +0000 2020,madura
33016,berkabar deh tidak psbb hyung,Thu May 28 10:21:25 +0000 2020,
33017,mikir jane daerah sing masyarakat e bandel psbb diwei udan gerimis an ae ben podo nang omah,Thu May 28 10:21:24 +0000 2020,
33018,psbb kentut new normal baunya,Thu May 28 10:21:22 +0000 2020,Ngayogyakarta Hadiningrat
33019,taraf raurus baca twit berita aturan pasca psbb lainlain ujung nya aturannya a ta,Thu May 28 10:21:19 +0000 2020,Litter Box yang Bersih
33020,hati saudara lakilaki pengalihan isu lho isu new normal alias genosida disaat terinfeksi virus corona kuy isu awal new normal distop perketat psbb atw lockdown,Thu May 28 10:21:01 +0000 2020,Pulau Galang
33021,niatnya biar disiplin ga pas psbb pengerahan tni polri biar ga sia ngutang triliunan,Thu May 28 10:20:52 +0000 2020,
33022,psbb selesai bukan aman bebas semaunya daerah psbb dikelilingi daerah pintu masuk kabupaten kota dijaga psbb ketat lolos daerah loss penjagaan,Thu May 28 10:20:44 +0000 2020,"Malang, Jawa Timur"
33023,jugaaa huhuhu semenjak psbb ga ngerasain cataim gara tutup,Thu May 28 10:20:27 +0000 2020,suatu daerah panas yg ga ujan2
33024,enak banget kabupaten bebas psbb rip kota,Thu May 28 10:20:07 +0000 2020,
33025,gubernur riau rencana membuka objek wisata psbb riau tidak perlu diperpanjang,Thu May 28 10:20:00 +0000 2020,NKRI
33026,psbb dilonggarkan perlahan dibuka bertahap dibebaskan ekonomi negara,Thu May 28 10:19:54 +0000 2020,"Tapanuli Utara, Sumatera Utara"
33027,menangani wabah covid indonesia gk tergantung pemerintah labil dalam langkah kebijakan gk perlu teriak pelanggaran psbb dr disiplin dr lingkungan kecil,Thu May 28 10:19:29 +0000 2020,indomaret
33028,udd pmi kota surakarta bekerjasama dg rs moewardi solo terapi plasma konvalense penyemb,Thu May 28 10:19:28 +0000 2020,"Jakarta Selatan, DKI Jakarta"
33029,loh kan psbb tidak bersentuhan,Thu May 28 10:19:18 +0000 2020,Republic of Korea
33030,perpanjangan sim jakarta psbb gini terimakasih,Thu May 28 10:19:15 +0000 2020,
33031,banjir kobe corona ashraf phk massal glenn fredly psbb didi kempot investasi jeblok harga minyak negatif kayaknya possible family time skill jago masak new side job baikan,Thu May 28 10:19:11 +0000 2020,Pontianak - Jakarta
33032,crazy rich asians belanja psbb,Thu May 28 10:19:01 +0000 2020,
33033,disini psbb cantip,Thu May 28 10:18:42 +0000 2020,malang melintang
33034,ga taat agama taat dikit psbb,Thu May 28 10:18:39 +0000 2020,
33035,kerja wfh bang bingung bang psbb new normal ngeri sedep,Thu May 28 10:18:37 +0000 2020,Hogwarts School
33036,psbb abang abang susu murni nasional jualan dmn,Thu May 28 10:18:15 +0000 2020,+62
33037,jujur tidak diterapin psbb kena puluhan tidak,Thu May 28 10:18:14 +0000 2020,"ã¤
        
part of The Sightseer.
i dont know what would i say but
just tap on my own pinned 
if you wanna know more about me!
              
ã¤
ã¤"
33038,psbb disini after corona mlg akuuw,Thu May 28 10:17:51 +0000 2020,
33039,tunggu pelonggaran psbb,Thu May 28 10:17:49 +0000 2020,"Jakarta Capital Region, Indonesia"
33040,watch mnc trijaya fm pasca psbb kemensos hadir on youtube cc,Thu May 28 10:17:38 +0000 2020,"ÃT: -7.64886,111.04359"
33041,brl kesel bgtt susah nolak kunjungan tmn ga berkumpul tetangga ku berkumpul mabu psbb woii elahh,Thu May 28 10:17:31 +0000 2020,
33042,psbb gas tinggalin covid new normal ngerem,Thu May 28 10:17:13 +0000 2020,
33043,kurva kasus covid indonesia landai tidak tes bukan kasusnya benar benar turun te,Thu May 28 10:17:10 +0000 2020,"ÃT: -6.234105,106.8599575"
